,shares
664,6800
665,1100
666,9500
667,3900
668,4300
669,553
670,4100
671,9000
672,10500
673,1300
674,821
675,3900
676,4100
677,1400
678,2100
679,1100
680,1200
681,1900
682,1900
683,2800
684,2900
685,423
686,1200
687,1100
688,5800
689,1500
690,4300
691,2300
692,3100
693,7700
694,3000
695,1500
696,1500
697,3200
698,1600
699,295
700,1200
701,1200
702,2700
703,471
704,698
705,1300
706,1200
707,685
708,737
709,1300
710,695
711,781
712,1800
713,3600
714,2200
715,14500
716,1000
717,1900
718,1700
719,1200
720,821
721,4800
722,2100
723,4200
724,3300
725,1200
726,604
727,4600
728,1500
729,2400
730,1700
731,2000
732,791
733,3700
734,860
735,1200
736,3300
737,683
738,3000
739,779
740,752
741,872
742,3000
743,1600
744,1400
745,1300
746,751
747,1500
748,1100
749,955
750,25700
751,4000
752,2200
753,1900
754,1100
755,1700
756,1900
757,1100
758,674
759,4400
760,5100
761,1900
762,976
763,1200
764,629
765,1700
766,650
767,727
768,5100
769,474
770,4400
771,1200
772,919
773,6300
774,3500
775,738
776,3200
777,34100
778,976
779,3700
780,634
781,1600
782,3800
783,9700
784,1300
785,1000
786,1400
787,1300
788,1500
789,1200
790,5700
791,4100
792,1200
793,1200
794,1600
795,3800
796,22500
797,11200
798,812
799,3100
800,769
801,1500
802,6600
803,4100
804,1100
805,655
806,3500
807,1200
808,10100
809,1100
810,1200
811,1300
812,5800
813,1600
814,5000
815,642
816,1200
817,4500
818,922
819,1400
820,3900
821,1600
822,1400
823,1100
824,1600
825,2500
826,8800
827,1600
828,1600
829,3000
830,3300
831,871
832,2100
833,4600
834,1700
835,1600
836,1100
837,772
838,2400
839,4600
840,669
841,874
842,1400
843,1200
844,823
845,964
846,744
847,12200
848,3200
849,2000
850,6400
851,2700
852,1100
853,1400
854,1700
855,2300
856,11000
857,1900
858,1400
859,1100
860,653
861,3000
862,2100
863,1300
864,907
865,478
866,1200
867,3100
868,708
869,679
870,1800
871,4100
872,1000
873,2000
874,703
875,1200
876,725
877,1400
878,26300
879,1200
880,5400
881,1400
882,11400
883,2300
884,1900
885,10400
886,1800
887,771
888,1700
889,1400
890,3400
891,1400
892,868
893,1600
894,1600
895,1600
896,1300
897,697
898,3500
899,11300
900,3600
901,47300
902,528
903,1100
904,1900
905,1000
906,3000
907,706
908,952
909,518
910,59100
911,6400
912,813
913,25500
914,1400
915,1700
916,1100
917,1700
918,3800
919,59400
920,1700
921,4200
922,2500
923,859
924,1800
925,527
926,890
927,1100
928,41900
929,4100
930,1300
931,1200
932,4000
933,1700
934,1800
935,945
936,1200
937,972
938,1100
939,934
940,1300
941,1100
942,2100
943,1300
944,894
945,2300
946,934
947,1500
948,1500
949,9300
950,1000
951,869
952,2200
953,558
954,1500
955,2200
956,429
957,1100
958,1400
959,994
960,1500
961,2100
962,12200
963,705
964,3200
965,7400
966,1100
967,832
968,2800
969,21400
970,6000
971,1200
972,594
973,615
974,14400
975,13100
976,761
977,2100
978,755
979,788
980,1500
981,2700
982,4500
983,1500
984,1700
985,3600
986,2300
987,1800
988,4300
989,1300
990,5800
991,2900
992,524
993,5400
994,10300
995,2100
996,4600
997,16700
998,4500
999,901
1000,1400
1001,13600
1002,655
1003,750
1004,2000
1005,2500
1006,1800
1007,337
1008,873
1009,1200
1010,471
1011,1000
1012,1200
1013,477
1014,904
1015,916
1016,846
1017,3500
1018,4000
1019,844
1020,8700
1021,780
1022,1600
1023,2800
1024,1300
1025,1200
1026,1000
1027,1800
1028,1400
1029,1200
1030,32200
1031,2100
1032,1400
1033,2500
1034,1000
1035,777
1036,2600
1037,1000
1038,1600
1039,1200
1040,1100
1041,1200
1042,6600
1043,9300
1044,1600
1045,3600
1046,720
1047,5500
1048,1300
1049,978
1050,1600
1051,1300
1052,595
1053,787
1054,1900
1055,724
1056,1600
1057,2000
1058,1800
1059,1600
1060,1900
1061,3100
1062,1000
1063,1300
1064,985
1065,963
1066,2400
1067,8500
1068,874
1069,2100
1070,2100
1071,4000
1072,48800
1073,1900
1074,2900
1075,2700
1076,9200
1077,4500
1078,787
1079,4000
1080,845
1081,7200
1082,1100
1083,3200
1084,858
1085,1400
1086,1200
1087,2900
1088,720
1089,1100
1090,1600
1091,1100
1092,1500
1093,2200
1094,7100
1095,38800
1096,989
1097,862
1098,2500
1099,1100
1100,1000
1101,200
1102,879
1103,1100
1104,1100
1105,1600
1106,1400
1107,592
1108,9900
1109,969
1110,2100
1111,722
1112,699
1113,2600
1114,1300
1115,749
1116,1400
1117,818
1118,1800
1119,1200
1120,7900
1121,1700
1122,4200
1123,1600
1124,3400
1125,756
1126,2300
1127,1300
1128,779
1129,928
1130,1800
1131,1400
1132,4200
1133,912
1134,593
1135,540
1136,3300
1137,3100
1138,511
1139,1300
1140,848
1141,5200
1142,12900
1143,878
1144,15700
1145,3900
1146,698
1147,1200
1148,1100
1149,2800
1150,3700
1151,800
1152,891
1153,1300
1154,1500
1155,1500
1156,639
1157,2700
1158,16800
1159,8100
1160,18100
1161,834
1162,1200
1163,1400
1164,963
1165,655
1166,1500
1167,1800
1168,1400
1169,926
1170,868
1171,2700
1172,5300
1173,1300
1174,792
1175,1100
1176,642
1177,753
1178,1900
1179,1100
1180,1200
1181,1400
1182,680
1183,10300
1184,1100
1185,1100
1186,1500
1187,1500
1188,1400
1189,1300
1190,1300
1191,3700
1192,236
1193,920
1194,1000
1195,2300
1196,1100
1197,32400
1198,1300
1199,1500
1200,478
1201,9100
1202,5500
1203,7900
1204,1800
1205,547
1206,847
1207,1200
1208,510
1209,3100
1210,2300
1211,1200
1212,3700
1213,1700
1214,1400
1215,5300
1216,693
1217,813
1218,2000
1219,577
1220,858
1221,2100
1222,510
1223,661
1224,890
1225,6300
1226,1100
1227,4900
1228,5900
1229,766
1230,2100
1231,2000
1232,1700
1233,1100
1234,1600
1235,2400
1236,4100
1237,3600
1238,882
1239,4900
1240,3000
1241,763
1242,1600
1243,867
1244,881
1245,972
1246,937
1247,1100
1248,1100
1249,1300
1250,880
1251,1500
1252,1400
1253,1700
1254,1400
1255,9500
1256,2600
1257,4300
1258,1400
1259,1100
1260,2800
1261,8300
1262,1000
1263,993
1264,509
1265,1400
1266,1000
1267,2800
1268,12800
1269,1900
1270,1600
1271,617
1272,18000
1273,2300
1274,4800
1275,1100
1276,678
1277,1000
1278,1700
1279,1100
1280,699
1281,971
1282,4100
1283,816
1284,1200
1285,771
1286,3000
1287,1100
1288,1300
1289,587
1290,1300
1291,1500
1292,3500
1293,849
1294,744
1295,784
1296,1800
1297,3500
1298,1900
1299,5500
1300,6400
1301,26400
1302,860
1303,1300
1304,1700
1305,1300
1306,1100
1307,770
1308,779
1309,888
1310,5800
1311,1200
1312,1100
1313,9500
1314,1100
1315,8200
1316,1800
1317,1500
1318,1200
1319,2100
1320,2500
1321,1600
1322,2600
1323,1800
1324,4300
1325,4400
1326,2700
1327,941
1328,1300
1329,1400
1330,801
1331,3500
1332,6600
1333,518
1334,925
1335,2100
1336,4400
1337,1700
1338,2300
1339,135
1340,2300
1341,1200
1342,1500
1343,1700
1344,3000
1345,1600
1346,2300
1347,457
1348,10700
1349,576
1350,6100
1351,691
1352,1100
1353,1600
1354,1400
1355,567
1356,13900
1357,5000
1358,1500
1359,1300
1360,1200
1361,10200
1362,750
1363,1900
1364,7900
1365,2400
1366,1400
1367,988
1368,7400
1369,652
1370,1100
1371,766
1372,605
1373,5400
1374,809
1375,765
1376,1200
1377,2500
1378,638
1379,1500
1380,1000
1381,19700
1382,935
1383,1900
1384,712
1385,856
1386,707
1387,7400
1388,577
1389,2200
1390,634
1391,2000
1392,1300
1393,3200
1394,3000
1395,1300
1396,6500
1397,589
1398,1300
1399,1600
1400,1200
1401,2000
1402,761
1403,2700
1404,1500
1405,1000
1406,2200
1407,3200
1408,4300
1409,967
1410,18800
1411,886
1412,880
1413,1300
1414,767
1415,1700
1416,5900
1417,865
1418,814
1419,3100
1420,661
1421,6500
1422,1600
1423,20000
1424,2700
1425,1200
1426,1500
1427,1500
1428,664
1429,1000
1430,2100
1431,1200
1432,875
1433,2300
1434,576
1435,761
1436,1800
1437,1200
1438,6400
1439,4100
1440,4400
1441,3300
1442,1100
1443,1100
1444,1800
1445,3800
1446,8600
1447,882
1448,3200
1449,4700
1450,3000
1451,762
1452,35900
1453,3200
1454,879
1455,2300
1456,1000
1457,1500
1458,1300
1459,1700
1460,1400
1461,1000
1462,1800
1463,676
1464,2500
1465,1600
1466,1600
1467,1300
1468,1200
1469,783
1470,1600
1471,910
1472,3400
1473,798
1474,1700
1475,852
1476,985
1477,1400
1478,904
1479,1200
1480,1800
1481,3500
1482,22000
1483,1100
1484,529
1485,1400
1486,53100
1487,3700
1488,1400
1489,1700
1490,1000
1491,1300
1492,856
1493,890
1494,759
1495,2100
1496,995
1497,497
1498,7100
1499,9800
1500,396
1501,1300
1502,17000
1503,2000
1504,3100
1505,977
1506,608
1507,1100
1508,1600
1509,813
1510,3600
1511,567
1512,2400
1513,1100
1514,1400
1515,802
1516,658
1517,6900
1518,2400
1519,729
1520,2100
1521,3400
1522,39900
1523,24500
1524,1600
1525,9500
1526,6200
1527,604
1528,1200
1529,1200
1530,713
1531,1500
1532,721
1533,967
1534,942
1535,585
1536,3400
1537,1200
1538,688
1539,3600
1540,1700
1541,1900
1542,735
1543,1500
1544,1500
1545,2600
1546,6200
1547,2400
1548,2100
1549,2400
1550,5100
1551,847
1552,643
1553,402
1554,1300
1555,1500
1556,3100
1557,5800
1558,750
1559,840
1560,716
1561,1100
1562,1400
1563,15300
1564,5100
1565,815
1566,2400
1567,1800
1568,555
1569,1300
1570,5400
1571,1700
1572,1900
1573,727
1574,2400
1575,1300
1576,3900
1577,495
1578,3700
1579,3100
1580,1700
1581,4600
1582,1500
1583,684
1584,4400
1585,2100
1586,5500
1587,2000
1588,17200
1589,5100
1590,1900
1591,469
1592,6300
1593,532
1594,844
1595,2700
1596,1100
1597,2000
1598,9500
1599,752
1600,1600
1601,1500
1602,1800
1603,936
1604,2500
1605,1000
1606,650
1607,4600
1608,714
1609,6900
1610,1700
1611,4100
1612,876
1613,374
1614,2900
1615,1000
1616,2800
1617,793
1618,1400
1619,2300
1620,577
1621,15400
1622,3400
1623,697
1624,899
1625,991
1626,1300
1627,9800
1628,886
1629,630
1630,1300
1631,830
1632,574
1633,1400
1634,26400
1635,595
1636,1300
1637,998
1638,1500
1639,1100
1640,6100
1641,1400
1642,4200
1643,1200
1644,1100
1645,7200
1646,1600
1647,6900
1648,2300
1649,1600
1650,1200
1651,2200
1652,5800
1653,474
1654,3300
1655,1300
1656,756
1657,3400
1658,3200
1659,1100
1660,666
1661,1500
1662,4800
1663,1600
1664,473
1665,629
1666,47100
1667,2300
1668,913
1669,475
1670,3100
1671,4700
1672,688
1673,3000
1674,358
1675,35
1676,5900
1677,2600
1678,5300
1679,2600
1680,2200
1681,952
1682,5200
1683,1300
1684,1600
1685,3700
1686,1200
1687,1700
1688,1500
1689,690
1690,471
1691,1600
1692,10300
1693,2000
1694,2000
1695,1000
1696,4300
1697,1400
1698,1400
1699,7600
1700,2000
1701,1100
1702,894
1703,1100
1704,1500
1705,12400
1706,1800
1707,2200
1708,1700
1709,9400
1710,871
1711,2600
1712,1400
1713,2500
1714,11500
1715,1600
1716,2700
1717,3700
1718,702
1719,11800
1720,889
1721,1200
1722,787
1723,1200
1724,2800
1725,960
1726,1300
1727,2000
1728,1200
1729,1000
1730,942
1731,1600
1732,1300
1733,1900
1734,802
1735,1300
1736,1800
1737,2300
1738,635
1739,854
1740,24800
1741,2000
1742,1300
1743,1100
1744,1000
1745,2600
1746,1900
1747,5600
1748,9200
1749,1300
1750,755
1751,922
1752,1300
1753,1100
1754,15600
1755,510
1756,449
1757,3300
1758,860
1759,431
1760,1700
1761,931
1762,1400
1763,780
1764,1200
1765,807
1766,2400
1767,1500
1768,30900
1769,812
1770,949
1771,2600
1772,10600
1773,1200
1774,836
1775,539
1776,2800
1777,1400
1778,2300
1779,1100
1780,9700
1781,1000
1782,10400
1783,4300
1784,4200
1785,4200
1786,3900
1787,1000
1788,2800
1789,2200
1790,4600
1791,1200
1792,13700
1793,639
1794,8700
1795,2100
1796,677
1797,6200
1798,1600
1799,24400
1800,809
1801,867
1802,7200
1803,569
1804,25600
1805,1900
1806,5200
1807,2200
1808,859
1809,569
1810,15600
1811,627
1812,1900
1813,2500
1814,1900
1815,996
1816,5100
1817,1000
1818,2900
1819,1300
1820,804
1821,744
1822,2300
1823,955
1824,1000
1825,1000
1826,581
1827,870
1828,1700
1829,36
1830,960
1831,4000
1832,1900
1833,1700
1834,6200
1835,990
1836,1000
1837,1100
1838,1100
1839,1800
1840,1800
1841,6700
1842,702
1843,3900
1844,1000
1845,1500
1846,900
1847,893
1848,14500
1849,2900
1850,1400
1851,920
1852,8500
1853,2600
1854,2800
1855,788
1856,1900
1857,1800
1858,4000
1859,1100
1860,846
1861,1200
1862,1600
1863,4500
1864,1200
1865,4200
1866,1100
1867,4700
1868,474
1869,1400
1870,884
1871,1700
1872,815
1873,5100
1874,1300
1875,696
1876,2100
1877,1500
1878,1000
1879,2300
1880,841
1881,979
1882,1800
1883,4100
1884,286
1885,865
1886,1500
1887,4000
1888,2900
1889,2300
1890,1200
1891,6100
1892,7500
1893,648
1894,867
1895,1500
1896,933
1897,867
1898,2100
1899,1100
1900,16400
1901,1400
1902,1500
1903,8300
1904,2600
1905,586
1906,1600
1907,444
1908,81700
1909,1200
1910,6700
1911,3800
1912,29600
1913,5800
1914,4400
1915,2700
1916,907
1917,890
1918,3800
1919,39300
1920,391
1921,4600
1922,921
1923,2600
1924,1100
1925,799
1926,890
1927,584
1928,2800
1929,1200
1930,1600
1931,1800
1932,1000
1933,156
1934,6200
1935,1700
1936,8600
1937,1000
1938,829
1939,1000
1940,1400
1941,1100
1942,1400
1943,2000
1944,1400
1945,811
1946,1600
1947,2600
1948,1200
1949,964
1950,2600
1951,1000
1952,2400
1953,1200
1954,8200
1955,9500
1956,606
1957,2000
1958,1500
1959,2000
1960,3900
1961,2400
1962,1000
1963,1100
1964,1100
1965,2300
1966,6200
1967,1100
1968,787
1969,2400
1970,11500
1971,2600
1972,1300
1973,910
1974,2300
1975,1700
1976,608
1977,860
1978,833
1979,817
1980,854
1981,677
1982,840
1983,2800
1984,2200
1985,646
1986,950
1987,1700
1988,1600
1989,1200
1990,1600
1991,725
1992,1600
1993,1100
1994,735
1995,1800
1996,1200
1997,1100
1998,10000
1999,711
2000,822
2001,1400
2002,1200
2003,4200
2004,4900
2005,888
2006,1600
2007,2700
2008,2400
2009,692
2010,2300
2011,1400
2012,969
2013,806
2014,1100
2015,6500
2016,1200
2017,1600
2018,4400
2019,1400
2020,3200
2021,988
2022,984
2023,897
2024,1800
2025,778
2026,935
2027,872
2028,1700
2029,1100
2030,5100
2031,2400
2032,1500
2033,543
2034,1100
2035,929
2036,4500
2037,874
2038,1500
2039,1300
2040,497
2041,1600
2042,876
2043,699
2044,2700
2045,1600
2046,1000
2047,4400
2048,1700
2049,1300
2050,1600
2051,699
2052,4700
2053,756
2054,731
2055,798
2056,1200
2057,800
2058,992
2059,859
2060,1200
2061,4000
2062,3900
2063,689
2064,3700
2065,1100
2066,89
2067,1500
2068,1200
2069,15700
2070,2500
2071,1200
2072,1500
2073,834
2074,755
2075,8800
2076,2000
2077,2300
2078,1000
2079,6100
2080,1500
2081,1100
2082,921
2083,1600
2084,2500
2085,1800
2086,983
2087,1300
2088,1600
2089,16800
2090,1800
2091,1700
2092,1600
2093,1000
2094,1200
2095,1800
2096,655
2097,987
2098,1000
2099,2000
2100,844
2101,1400
2102,43
2103,491
2104,1500
2105,802
2106,1000
2107,914
2108,624
2109,475
2110,4100
2111,4000
2112,1500
2113,704
2114,3500
2115,2400
2116,957
2117,1600
2118,1500
2119,1000
2120,1400
2121,3000
2122,4600
2123,7600
2124,918
2125,1300
2126,4700
2127,3900
2128,1500
2129,911
2130,1800
2131,1100
2132,813
2133,1200
2134,558
2135,2700
2136,924
2137,1400
2138,1500
2139,606
2140,719
2141,1400
2142,958
2143,469
2144,1400
2145,3800
2146,1700
2147,1200
2148,1700
2149,3800
2150,1400
2151,818
2152,1200
2153,808
2154,402
2155,2300
2156,1700
2157,22500
2158,1100
2159,765
2160,1500
2161,2000
2162,885
2163,713
2164,1700
2165,2600
2166,732
2167,1800
2168,19000
2169,2900
2170,1400
2171,569
2172,2500
2173,1100
2174,696
2175,2000
2176,3100
2177,3300
2178,879
2179,738
2180,430
2181,2400
2182,1100
2183,1100
2184,1800
2185,2300
2186,886
2187,1300
2188,1700
2189,1200
2190,3300
2191,3000
2192,982
2193,4100
2194,1300
2195,4200
2196,2400
2197,1400
2198,1900
2199,2000
2200,857
2201,1100
2202,4700
2203,556
2204,2900
2205,939
2206,1700
2207,5300
2208,543
2209,714
2210,527
2211,589
2212,4100
2213,3600
2214,1700
2215,1700
2216,1100
2217,653
2218,17200
2219,1500
2220,1400
2221,1500
2222,562
2223,899
2224,772
2225,1200
2226,1100
2227,4500
2228,601
2229,843
2230,1100
2231,2600
2232,2200
2233,773
2234,7200
2235,1800
2236,1700
2237,952
2238,1100
2239,377
2240,4100
2241,4100
2242,5900
2243,583
2244,2800
2245,1400
2246,1100
2247,6500
2248,3400
2249,5000
2250,1100
2251,1100
2252,3100
2253,3300
2254,4000
2255,1300
2256,734
2257,3300
2258,4100
2259,1200
2260,4100
2261,769
2262,3300
2263,4100
2264,1000
2265,855
2266,4400
2267,2200
2268,1200
2269,3800
2270,4900
2271,1000
2272,2500
2273,3600
2274,1100
2275,1600
2276,1300
2277,1400
2278,2200
2279,7200
2280,226
2281,2500
2282,659
2283,1300
2284,833
2285,1100
2286,834
2287,569
2288,1000
2289,4900
2290,1300
2291,990
2292,2800
2293,1000
2294,1100
2295,1200
2296,3200
2297,1400
2298,3600
2299,1800
2300,1200
2301,970
2302,4200
2303,868
2304,1800
2305,3800
2306,2200
2307,1500
2308,1100
2309,2500
2310,2100
2311,3700
2312,823
2313,995
2314,912
2315,956
2316,1400
2317,714
2318,913
2319,1600
2320,743
2321,544
2322,5800
2323,1000
2324,682
2325,1800
2326,4100
2327,9100
2328,982
2329,2500
2330,1400
2331,1800
2332,1000
2333,1300
2334,1800
2335,454
2336,943
2337,11700
2338,20100
2339,1200
2340,693
2341,1600
2342,618
2343,413
2344,2800
2345,876
2346,999
2347,5700
2348,1000
2349,6700
2350,1400
2351,782
2352,6400
2353,961
2354,863
2355,9200
2356,5800
2357,441000
2358,1600
2359,1200
2360,523
2361,3400
2362,3800
2363,2500
2364,9300
2365,4500
2366,1100
2367,6500
2368,151
2369,2400
2370,1800
2371,1300
2372,1800
2373,3200
2374,1000
2375,18100
2376,761
2377,5100
2378,3200
2379,2200
2380,145500
2381,7800
2382,1400
2383,5500
2384,2700
2385,981
2386,1300
2387,575
2388,2300
2389,1800
2390,1100
2391,1300
2392,786
2393,1500
2394,3200
2395,2300
2396,9700
2397,1600
2398,733
2399,2500
2400,3900
2401,1000
2402,1100
2403,6300
2404,1600
2405,1400
2406,1800
2407,801
2408,656
2409,927
2410,1300
2411,1300
2412,2900
2413,639
2414,1200
2415,425
2416,1300
2417,843
2418,1500
2419,867
2420,2300
2421,3300
2422,922
2423,6900
2424,8000
2425,5700
2426,960
2427,2400
2428,1300
2429,2100
2430,46800
2431,1700
2432,1000
2433,1000
2434,1400
2435,1500
2436,728
2437,8300
2438,4600
2439,7200
2440,934
2441,1600
2442,2300
2443,1500
2444,1400
2445,2500
2446,1000
2447,1500
2448,671
2449,1500
2450,473
2451,7700
2452,13000
2453,531
2454,1900
2455,718
2456,1900
2457,4100
2458,4900
2459,1100
2460,558
2461,6600
2462,910
2463,807
2464,792
2465,6700
2466,711
2467,690
2468,3000
2469,1700
2470,2700
2471,1400
2472,2300
2473,693
2474,11300
2475,1200
2476,1500
2477,698
2478,1800
2479,9200
2480,14300
2481,28800
2482,1400
2483,1400
2484,1400
2485,2300
2486,539
2487,1300
2488,3700
2489,864
2490,3300
2491,1100
2492,481
2493,642
2494,2800
2495,983
2496,2800
2497,12200
2498,8400
2499,540
2500,740
2501,3000
2502,6100
2503,4000
2504,5800
2505,2400
2506,5300
2507,710
2508,610
2509,940
2510,298400
2511,671
2512,992
2513,846
2514,16900
2515,896
2516,467
2517,5000
2518,785
2519,1400
2520,769
2521,2600
2522,1400
2523,473
2524,2700
2525,690
2526,1200
2527,6100
2528,2500
2529,2400
2530,1500
2531,4500
2532,6500
2533,2000
2534,1300
2535,1200
2536,1700
2537,785
2538,749
2539,1800
2540,542
2541,1200
2542,1900
2543,982
2544,1200
2545,702
2546,3000
2547,3900
2548,1200
2549,1300
2550,599
2551,1500
2552,939
2553,786
2554,532
2555,984
2556,1600
2557,3000
2558,771
2559,1400
2560,412
2561,1800
2562,1100
2563,1300
2564,89500
2565,1100
2566,2700
2567,870
2568,1500
2569,2100
2570,1800
2571,3000
2572,4800
2573,1600
2574,4500
2575,507
2576,1900
2577,2300
2578,2500
2579,1400
2580,870
2581,1200
2582,542
2583,5300
2584,1800
2585,995
2586,18300
2587,217
2588,533
2589,698
2590,1200
2591,2000
2592,1400
2593,602
2594,730
2595,801
2596,1500
2597,1600
2598,2100
2599,731
2600,2700
2601,2000
2602,380
2603,862
2604,1200
2605,1400
2606,3400
2607,981
2608,2200
2609,3200
2610,1600
2611,1900
2612,1100
2613,1100
2614,1200
2615,33100
2616,6900
2617,1600
2618,1000
2619,4200
2620,1100
2621,1000
2622,1200
2623,687
2624,1500
2625,27100
